Period,EPS Diluted (TTM)
2017-12-31,-0.2400
2017-09-30,0.2400
2017-06-30,0.4500
2017-03-31,0.4700
2016-12-31,0.0200
2016-09-30,-0.7300
2016-06-30,-1.3100
2016-03-31,-1.1700
2015-12-31,-1.4836
2015-09-30,-1.1036
2015-06-30,-0.7036
2015-03-31,-0.6936
2014-12-31,-0.4212
2014-09-30,-0.3312
2014-06-30,-0.3812
2014-03-31,-0.4712
2013-12-31,-0.7300
2013-09-30,-0.8838
2013-06-30,-0.9938
2013-03-31,-1.3238
