Period,EPS Diluted (TTM)
2017-12-31,0.9300
2017-09-30,1.0300
2017-06-30,0.8900
2017-03-31,1.0000
2016-12-31,0.4800
2016-09-30,-0.1900
2016-06-30,-3.8500
2016-03-31,-3.7200
2015-12-31,-2.7400
2015-09-30,-8.5500
2015-06-30,-3.8100
2015-03-31,-3.3200
2014-12-31,-3.2500
2014-09-30,3.8600
2014-06-30,3.8300
2014-03-31,3.7700
2013-12-31,3.9400
2013-09-30,3.7600
2013-06-30,3.5500
2013-03-31,3.4500
