Period,EPS Diluted (TTM)
2017-12-31,-0.3500
2017-09-30,0.6800
2017-06-30,1.1200
2017-03-31,2.1200
2016-12-31,2.5900
2016-09-30,2.4700
2016-06-30,1.7800
2016-03-31,1.7200
2015-12-31,1.7400
2015-09-30,1.9400
2015-06-30,2.6200
2015-03-31,2.6600
2014-12-31,2.7000
2014-09-30,2.3200
2014-06-30,2.2500
2014-03-31,2.1800
2013-12-31,2.1400
2013-09-30,2.3200
2013-06-30,2.2200
2013-03-31,2.1700
