Period,EPS Diluted (TTM)
2017-12-31,0.1890
2017-09-30,0.2113
2017-06-30,0.2401
2017-03-31,0.2532
2016-12-31,0.2415
2016-09-30,0.2914
2016-06-30,0.3050
2016-03-31,0.7951
2015-12-31,0.8159
2015-09-30,0.8326
2015-06-30,0.8382
2015-03-31,0.3891
2014-12-31,0.4145
2014-09-30,0.5981
2014-06-30,0.6412
2014-03-31,0.6322
2013-12-31,0.6948
2013-09-30,0.5543
2013-06-30,0.6533
2013-03-31,0.7637
