Period,EPS Diluted (TTM)
2017-12-31,0.0200
2017-09-30,1.2900
2017-06-30,0.8100
2017-03-31,0.9100
2016-12-31,1.0200
2016-09-30,1.0300
2016-06-30,1.8500
2016-03-31,1.9900
2015-12-31,1.9300
2015-09-30,2.5800
2015-06-30,2.8100
2015-03-31,3.1500
2014-12-31,3.7300
2014-09-30,3.6100
2014-06-30,3.5800
2014-03-31,3.5200
2013-12-31,3.4100
2013-09-30,3.3400
2013-06-30,3.1300
2013-03-31,2.9500
