Period,EPS Diluted (TTM)
2017-12-31,6.4200
2017-09-30,7.7900
2017-06-30,7.2400
2017-03-31,6.8500
2016-12-31,6.4700
2016-09-30,6.0200
2016-06-30,5.8800
2016-03-31,5.4000
2015-12-31,6.0500
2015-09-30,6.5200
2015-06-30,6.9600
2015-03-31,7.6600
2014-12-31,7.2400
2014-09-30,7.1000
2014-06-30,6.8600
2014-03-31,6.6700
2013-12-31,6.7500
2013-09-30,6.2800
2013-06-30,6.2400
2013-03-31,6.4000
