Period,EPS Diluted (TTM)
2017-12-31,9.3900
2017-09-30,6.8900
2017-06-30,6.6800
2017-03-31,6.4800
2016-12-31,6.4300
2016-09-30,6.7000
2016-06-30,6.6500
2016-03-31,6.8000
2015-12-31,6.8600
2015-09-30,6.6500
2015-06-30,6.6100
2015-03-31,6.4800
2014-12-31,6.4000
2014-09-30,6.2100
2014-06-30,6.0300
2014-03-31,5.5800
2013-12-31,5.3700
2013-09-30,5.1700
2013-06-30,4.9800
2013-03-31,5.0200
