Period,EPS Diluted (TTM)
2017-09-30,-0.0600
2017-06-30,0.3700
2017-03-31,0.9600
2016-12-31,0.9000
2016-09-30,-6.5400
2016-06-30,-6.8700
2016-03-31,-6.9900
2015-12-31,-6.6700
2015-09-30,1.7600
2015-06-30,2.3500
2015-03-31,2.4400
2014-12-31,2.6500
2014-09-30,2.4700
2014-06-30,2.4700
2014-03-31,2.4600
2013-12-31,2.5900
2013-09-30,2.5700
2013-06-30,2.4400
2013-03-31,2.3900
