Period,EPS Diluted (TTM)
2017-12-31,-0.5800
2017-09-30,-0.6100
2017-06-30,-0.5000
2017-03-31,-0.3800
2016-12-31,-0.3200
2016-09-30,-0.3600
2016-06-30,-0.3500
2016-03-31,-0.3300
2015-12-31,-0.3200
2015-09-30,-0.2000
2015-06-30,-0.2000
2015-03-31,-0.1300
2014-12-31,-0.6400
2014-09-30,-0.9300
2014-06-30,-1.0600
2014-03-31,-1.2200
2013-12-31,-0.8300
2013-09-30,-0.7300
2013-06-30,-0.8100
2013-03-31,-0.8400
