Period,EPS Diluted (TTM)
2017-12-31,0.3477
2017-09-30,0.2472
2017-06-30,0.2212
2017-03-31,0.0634
2016-12-31,0.3614
2016-09-30,0.0145
2016-06-30,0.0599
2016-03-31,0.0466
2015-12-31,-0.6989
2015-09-30,-0.2097
2015-06-30,0.0661
2015-03-31,0.1702
2014-12-31,0.4386
2014-09-30,0.6703
2014-06-30,0.5076
2014-03-31,0.5540
2013-12-31,0.7981
2013-09-30,0.6115
2013-06-30,0.7123
2013-03-31,0.6501
