Period,EPS Diluted (TTM)
2017-12-31,5.1500
2017-09-30,4.3000
2017-06-30,3.9900
2017-03-31,3.7100
2016-12-31,3.2600
2016-09-30,3.1400
2016-06-30,3.5000
2016-03-31,4.8100
2015-12-31,5.4500
2015-09-30,5.5600
2015-06-30,5.7500
2015-03-31,4.9500
2014-12-31,4.6000
2014-09-30,4.7100
2014-06-30,4.8900
2014-03-31,5.5300
2013-12-31,5.8000
2013-09-30,5.5700
2013-06-30,5.3200
2013-03-31,4.5600
