Period,EPS Diluted (TTM)
2017-12-31,0.5526
2017-09-30,0.7393
2017-06-30,0.6933
2017-03-31,0.6318
2016-12-31,0.7047
2016-09-30,0.6326
2016-06-30,0.5907
2016-03-31,0.5685
2015-12-31,0.3627
2015-09-30,0.4052
2015-06-30,0.4484
2015-03-31,0.4556
2014-12-31,0.5454
2014-09-30,0.5336
2014-06-30,0.4302
2014-03-31,0.3611
2013-12-31,0.1286
2013-09-30,-0.0166
2013-06-30,0.0444
2013-03-31,0.1661
