Period,EPS Diluted (TTM)
2017-12-31,3.7400
2017-09-30,3.5600
2017-06-30,3.4000
2017-03-31,2.7200
2016-12-31,0.8300
2016-09-30,0.8300
2016-06-30,0.7400
2016-03-31,0.7700
2015-12-31,2.6100
2015-09-30,2.7200
2015-06-30,2.8100
2015-03-31,2.8300
2014-12-31,2.8500
2014-09-30,2.7400
2014-06-30,2.6700
2014-03-31,2.7200
2013-12-31,2.6900
2013-09-30,2.7200
2013-06-30,2.7900
2013-03-31,2.7800
