Period,EPS Diluted (TTM)
2018-01-31,6.0000
2017-10-31,5.0800
2017-07-31,5.0300
2017-04-30,4.7500
2017-01-31,4.8700
2016-10-31,4.7300
2016-07-31,4.2500
2016-04-30,3.9300
2016-01-31,3.5000
2015-10-31,3.4700
2015-07-31,3.7600
2015-04-30,3.8300
2015-01-31,3.9900
2014-10-31,3.8400
2014-07-31,3.6300
2014-04-30,3.4300
2014-01-31,3.3100
2013-10-31,3.4200
2013-07-31,3.5400
2013-04-30,3.5600
2013-01-31,3.5200
