Period,EPS Diluted (TTM)
2017-12-31,2.2400
2017-09-30,3.6700
2017-06-30,3.7100
2017-03-31,3.6400
2016-12-31,3.1100
2016-09-30,3.1500
2016-06-30,2.9800
2016-03-31,2.9900
2015-12-31,3.3400
2015-09-30,3.5200
2015-06-30,3.8100
2015-03-31,3.7700
2014-12-31,3.4400
2014-09-30,3.5000
2014-06-30,3.1800
2014-03-31,3.0200
2013-12-31,3.5400
2013-09-30,3.2400
2013-06-30,3.3000
2013-03-31,3.4200
