Period,EPS Diluted (TTM)
2017-12-31,-0.8000
2017-09-30,-0.9600
2017-06-30,-1.1100
2017-03-31,-1.1400
2016-12-31,-1.1500
2016-09-30,-1.1800
2016-06-30,-1.1800
2016-03-31,-1.2000
2015-12-31,-1.2200
2015-09-30,-1.1800
2015-06-30,-1.1300
2015-03-31,-1.0800
2014-12-31,-0.9700
2014-09-30,-1.5500
2014-06-30,-2.7500
2014-03-31,-3.8600
2013-12-31,-4.8900
2013-09-30,-5.6400
