Period,EPS Diluted (TTM)
2017-12-31,1.4500
2017-09-30,0.6133
2017-06-30,0.4967
2017-03-31,0.3333
2016-12-31,0.2167
2016-09-30,1.1633
2016-06-30,1.1333
2016-03-31,1.8033
2015-12-31,1.9500
2015-09-30,1.9000
2015-06-30,1.9367
2015-03-31,1.3267
2014-12-31,1.2167
2014-09-30,1.1867
2014-06-30,1.1600
2014-03-31,1.1100
2013-12-31,1.1200
2013-09-30,1.1133
2013-06-30,1.0167
2013-03-31,0.8967
