Period,EPS Diluted (TTM)
2017-12-31,1.8300
2017-09-30,1.7200
2017-06-30,1.5500
2017-03-31,1.3900
2016-12-31,1.4500
2016-09-30,1.8000
2016-06-30,1.8700
2016-03-31,1.8900
2015-12-31,1.8700
2015-09-30,1.7600
2015-06-30,1.8600
2015-03-31,1.9200
2014-12-31,1.8400
2014-09-30,1.6800
2014-06-30,1.4900
2014-03-31,1.2700
2013-12-31,1.2200
2013-09-30,1.2500
2013-06-30,1.2400
2013-03-31,1.4700
