Period,EPS Diluted (TTM)
2017-12-31,2.7500
2017-09-30,3.3800
2017-06-30,3.0300
2017-03-31,3.0600
2016-12-31,2.8800
2016-09-30,3.1300
2016-06-30,3.0900
2016-03-31,3.1000
2015-12-31,3.1000
2015-09-30,2.9800
2015-06-30,2.8000
2015-03-31,2.7400
2014-12-31,2.5700
2014-09-30,2.2700
2014-06-30,2.2400
2014-03-31,2.0500
2013-12-31,2.0700
2013-09-30,2.3800
2013-06-30,2.5500
2013-03-31,2.6000
