Period,EPS Diluted (TTM)
2017-12-31,-0.5500
2017-09-30,-0.4700
2017-06-30,-0.4000
2017-03-31,-0.4000
2016-12-31,-0.3500
2016-09-30,-0.2900
2016-06-30,-0.2728
2016-03-31,-0.2228
2015-12-31,-0.2928
2015-09-30,-0.3228
2015-06-30,-0.3400
2015-03-31,-0.3232
2014-12-31,-0.1432
2014-09-30,-0.1332
2014-06-30,-0.0732
2014-03-31,-0.0500
2013-12-31,-0.0700
2013-09-30,0.0000
2013-06-30,-0.0800
2013-03-31,-0.1700
