Period,EPS Diluted (TTM)
2017-12-31,1.3300
2017-09-30,1.5500
2017-06-30,1.4900
2017-03-31,1.2100
2016-12-31,1.1000
2016-09-30,1.0300
2016-06-30,1.0400
2016-03-31,1.0800
2015-12-31,1.0700
2015-09-30,1.1200
2015-06-30,1.0500
2015-03-31,0.9800
2014-12-31,0.8800
2014-09-30,0.6500
2014-06-30,0.6000
2014-03-31,0.5600
2013-12-31,0.6800
2013-09-30,0.7500
2013-06-30,0.8000
2013-03-31,0.8700
