Period,EPS Diluted (TTM)
2017-09-30,1.4125
2017-06-30,1.2898
2017-03-31,1.2330
2016-12-31,1.1461
2016-09-30,1.0237
2016-06-30,1.0649
2016-03-31,1.0972
2015-12-31,1.1342
2015-09-30,1.4015
2015-06-30,1.3761
2015-03-31,1.4248
2014-12-31,1.4575
2014-09-30,1.4570
2014-06-30,1.5008
2014-03-31,1.4913
2013-12-31,1.5207
2013-09-30,1.5762
2013-06-30,1.6167
2013-03-31,1.6542
