Period,EPS Diluted (TTM)
2017-12-31,1.1700
2017-09-30,1.1900
2017-06-30,0.9600
2017-03-31,0.9500
2016-12-31,0.8800
2016-09-30,0.9500
2016-06-30,1.0800
2016-03-31,1.1700
2015-12-31,1.2500
2015-09-30,1.4400
2015-06-30,1.4900
2015-03-31,1.6000
2014-12-31,1.6400
2014-09-30,1.5800
2014-06-30,1.5300
2014-03-31,1.5200
2013-12-31,1.4600
2013-09-30,1.3900
2013-06-30,1.4100
2013-03-31,1.3900
