Period,EPS Diluted (TTM)
2017-12-31,1.7800
2017-09-30,1.4100
2017-06-30,1.1500
2017-03-31,0.9800
2016-12-31,0.9600
2016-09-30,1.1400
2016-06-30,1.3300
2016-03-31,1.3400
2015-12-31,1.3600
2015-09-30,1.4600
2015-06-30,1.3200
2015-03-31,1.4100
2014-12-31,1.4600
2014-09-30,1.3800
2014-06-30,1.5200
2014-03-31,1.4600
2013-12-31,1.4900
2013-09-30,1.0300
2013-06-30,0.9600
2013-03-31,0.9600
