Period,EPS Diluted (TTM)
2017-12-31,2.9900
2017-09-30,2.0700
2017-06-30,1.9800
2017-03-31,1.9300
2016-12-31,1.8300
2016-09-30,1.7600
2016-06-30,1.6100
2016-03-31,1.6200
2015-12-31,1.5800
2015-09-30,1.6200
2015-06-30,1.5400
2015-03-31,1.5200
2014-12-31,-0.0400
2014-09-30,0.0000
2014-06-30,-1.6500
2014-03-31,-1.9000
2013-12-31,-0.5700
2013-09-30,-0.9800
2013-06-30,0.9000
2013-03-31,1.2300
