Period,EPS Diluted (TTM)
2017-12-31,3.3800
2017-09-30,2.9500
2017-06-30,3.1100
2017-03-31,2.9700
2016-12-31,2.8800
2016-09-30,3.0700
2016-06-30,2.9200
2016-03-31,2.7300
2015-12-31,2.5600
2015-09-30,2.4300
2015-06-30,2.3800
2015-03-31,2.5000
2014-12-31,2.6400
2014-09-30,2.5900
2014-06-30,2.6300
2014-03-31,2.5900
2013-12-31,2.2700
2013-09-30,2.2500
2013-06-30,2.3700
2013-03-31,2.4800
