Period,EPS Diluted (TTM)
2017-12-31,2.6300
2017-09-30,3.6700
2017-06-30,3.6900
2017-03-31,3.5000
2016-12-31,3.8100
2016-09-30,3.9500
2016-06-30,4.0800
2016-03-31,4.4000
2015-12-31,4.4800
2015-09-30,4.3900
2015-06-30,4.2700
2015-03-31,3.7700
2014-12-31,3.8200
2014-09-30,3.7700
2014-06-30,3.3500
2014-03-31,3.5500
2013-12-31,3.2600
2013-09-30,3.3000
2013-06-30,3.5100
2013-03-31,3.6200
