Period,EPS Diluted (TTM)
2017-12-31,1.0800
2017-09-30,2.8400
2017-06-30,2.8600
2017-03-31,2.6500
2016-12-31,2.4800
2016-09-30,2.2600
2016-06-30,2.2000
2016-03-31,2.2000
2015-12-31,2.1900
2015-09-30,2.3000
2015-06-30,2.3000
2015-03-31,2.2300
2014-12-31,2.1200
2014-09-30,2.0400
2014-06-30,1.8100
2014-03-31,5.0900
2013-12-31,4.9200
2013-09-30,4.9700
2013-06-30,4.9300
2013-03-31,1.5600
