Period,EPS Diluted (TTM)
2017-03-31,1.1917
2016-12-31,1.3606
2016-09-30,0.3843
2016-06-30,0.8814
2016-03-31,0.9228
2015-12-31,0.7155
2015-09-30,1.2213
2015-06-30,1.1355
2015-03-31,1.1142
2014-12-31,1.3355
2014-09-30,1.0213
2014-06-30,0.9332
2014-03-31,0.9152
2013-12-31,0.8583
2013-09-30,0.8168
2013-06-30,0.8056
2013-03-31,0.8767
