Period,EPS Diluted (TTM)
2017-12-31,2.4800
2017-09-30,2.3500
2017-06-30,2.2500
2017-03-31,2.3500
2016-12-31,2.4700
2016-09-30,2.5200
2016-06-30,2.8200
2016-03-31,2.9200
2015-12-31,3.7700
2015-09-30,3.9900
2015-06-30,3.5900
2015-03-31,3.7800
2014-12-31,3.1300
2014-09-30,3.0300
2014-06-30,3.5500
2014-03-31,2.7900
2013-12-31,2.7900
2013-09-30,2.7600
2013-06-30,2.0500
2013-03-31,2.8200
