Period,EPS Diluted (TTM)
2017-12-31,-0.2700
2017-09-30,-0.5700
2017-06-30,-0.6700
2017-03-31,-0.7400
2016-12-31,-0.8900
2016-09-30,-0.9200
2016-06-30,-1.2100
2016-03-31,-1.4000
2015-12-31,-2.0500
2015-09-30,-1.9500
2015-06-30,-1.8700
2015-03-31,-1.9100
2014-12-31,-1.3000
2014-09-30,-1.2600
2014-06-30,-1.0600
2014-03-31,-1.0600
2013-12-31,-1.0000
2013-09-30,-1.0000
2013-06-30,-1.2000
2013-03-31,-1.4000
