Period,EPS Diluted (TTM)
2017-12-31,1.7000
2017-09-30,2.0400
2017-06-30,1.9700
2017-03-31,1.9300
2016-12-31,1.8400
2016-09-30,1.8200
2016-06-30,1.7600
2016-03-31,1.6650
2015-12-31,1.5800
2015-09-30,1.4250
2015-06-30,1.2950
2015-03-31,1.2150
2014-12-31,1.1450
2014-09-30,1.0800
2014-06-30,1.0500
2014-03-31,0.9600
2013-12-31,0.9150
2013-09-30,0.8950
2013-06-30,0.8450
2013-03-31,0.8100
