Period,EPS Diluted (TTM)
2017-12-31,3.2440
2017-09-30,3.1593
2017-06-30,2.7177
2017-03-31,2.2646
2016-12-31,-0.0535
2016-09-30,-0.0185
2016-06-30,0.3708
2016-03-31,1.5756
2015-12-31,2.2852
2015-09-30,2.9038
2015-06-30,3.1566
2015-03-31,2.9419
2014-12-31,4.3403
2014-09-30,4.8236
2014-06-30,4.9576
2014-03-31,4.7128
2013-12-31,3.8669
2013-09-30,3.6478
2013-06-30,3.0804
2013-03-31,3.3705
