Period,EPS Diluted (TTM)
2017-12-31,1.6600
2017-09-30,1.8600
2017-06-30,1.8400
2017-03-31,1.7000
2016-12-31,1.6500
2016-09-30,1.6100
2016-06-30,1.5400
2016-03-31,1.3700
2015-12-31,1.5000
2015-09-30,1.2200
2015-06-30,1.2500
2015-03-31,1.4700
2014-12-31,1.4100
2014-09-30,1.6300
2014-06-30,1.6800
2014-03-31,1.7100
2013-12-31,1.6800
2013-09-30,1.6800
2013-06-30,1.6300
2013-03-31,1.5700
