Period,EPS Diluted (TTM)
2017-12-31,-0.1300
2017-09-30,-0.0300
2017-06-30,-0.5600
2017-03-31,-1.1500
2016-12-31,-1.0800
2016-09-30,-1.0300
2016-06-30,-1.1800
2016-03-31,-0.6500
2015-12-31,-0.3000
2015-09-30,0.2400
2015-06-30,0.9900
2015-03-31,1.1500
2014-12-31,0.8500
2014-09-30,0.5700
2014-06-30,0.3200
2014-03-31,0.1200
2013-12-31,0.0900
2013-09-30,0.3300
2013-06-30,0.3300
2013-03-31,0.4400
